Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1989","1989","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1989","1989","100 g/ha","70000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1989","1989","t","700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1990","1990","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1990","1990","100 g/ha","90000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1990","1990","t","900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1991","1991","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1991","1991","100 g/ha","110000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1991","1991","t","1100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1992","1992","ha","300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1992","1992","100 g/ha","56667","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1992","1992","t","1700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1993","1993","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1993","1993","100 g/ha","140000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1993","1993","t","1400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1994","1994","ha","99","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1994","1994","100 g/ha","161183","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1994","1994","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1995","1995","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1995","1995","100 g/ha","230000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1995","1995","t","2300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1996","1996","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1996","1996","100 g/ha","230000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1996","1996","t","2300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1997","1997","ha","117","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1997","1997","100 g/ha","162401","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1997","1997","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1998","1998","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1998","1998","100 g/ha","130000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1998","1998","t","1300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1999","1999","ha","98","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1999","1999","100 g/ha","102004","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1999","1999","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2000","2000","ha","180","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2000","2000","100 g/ha","56667","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2000","2000","t","1020","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2001","2001","ha","182","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2001","2001","100 g/ha","98901","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2001","2001","t","1800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2002","2002","ha","174","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2002","2002","100 g/ha","98851","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2002","2002","t","1720","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2003","2003","ha","174","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2003","2003","100 g/ha","114943","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2003","2003","t","2000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2004","2004","ha","104","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2004","2004","100 g/ha","86538","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2004","2004","t","900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2005","2005","ha","104","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2005","2005","100 g/ha","96154","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2005","2005","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2006","2006","ha","104","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2006","2006","100 g/ha","96154","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2006","2006","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2007","2007","ha","104","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2007","2007","100 g/ha","96154","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2007","2007","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2008","2008","ha","108","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2008","2008","100 g/ha","62037","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2008","2008","t","670","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2009","2009","ha","108","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2009","2009","100 g/ha","62037","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2009","2009","t","670","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2010","2010","ha","108","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2010","2010","100 g/ha","62037","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2010","2010","t","670","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2011","2011","ha","108","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2011","2011","100 g/ha","50926","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2011","2011","t","550","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2012","2012","ha","108","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2012","2012","100 g/ha","38889","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2012","2012","t","420","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","2013","2013","ha","108","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","2013","2013","100 g/ha","56481","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","2013","2013","t","610","A","Official figure",""
